week_start,week_end,revenue,all_purchases,spend_google_search,spend_google_shopping_pmax,spend_meta,spend_tiktok,trend,yearly_sin_1,yearly_cos_1,yearly_sin_2,yearly_cos_2,us_federal_holiday_week,bfcm_week
2022-06-17,2022-06-23,117942.54999999999,1729,8278.0,8756.54,30943.3,3061.94,35,-0.8786374941610001,-0.4774894280028391,0.8390802290175676,-0.5440076922910431,1,0
2022-06-24,2022-06-30,158231.12,2277,7940.71,7900.03,24242.34,3056.4,36,-0.9296339319682695,-0.3684843993077793,0.6851112019949135,-0.7284384949335702,0,0
2022-07-01,2022-07-07,128261.76000000001,1654,6838.03,6426.49,10869.74,3062.27,37,-0.9671667297977312,-0.2541427094613622,0.4915967464233612,-0.8708229664552752,1,0
2022-07-08,2022-07-14,101954.39,1295,7379.07,9345.44,9522.46,3061.75,38,-0.9906923101615608,-0.1361203386226679,0.26970674546012957,-0.9629425068265004,0,0
2022-07-15,2022-07-21,126677.95000000001,1761,7314.82,12443.130000000001,11296.32,3073.46,39,-0.9998699583618592,-0.01612657327065865,0.032248952289305875,-0.9994798672690921,0,0
2022-07-22,2022-07-28,107979.27,1465,7945.78,13167.39,13810.4,3067.92,40,-0.9945667569706337,0.1041007489354256,-0.20707028853384077,-0.9783260681421669,0,0
2022-07-29,2022-08-04,161360.76,2011,7518.8,17985.56,8693.33,3064.16,41,-0.9748595108374125,0.22282040779479959,-0.4344371874948622,-0.9007021317403184,0,0
2022-08-05,2022-08-11,111213.68,1349,6313.21,13197.27,12642.93,5437.43,42,-0.94103363474512,0.3383130181923067,-0.6367278583821966,-0.7710886034432238,0,0
2022-08-12,2022-08-18,162570.02000000002,1663,6173.49,9743.72,18066.9,8355.51,43,-0.8935790198239952,0.4489059314938798,-0.8022658445149573,-0.5969669293392242,0,0
2022-08-19,2022-08-25,121369.77,1489,6146.62,10871.11,19847.3,9364.55,44,-0.8331829385891789,0.5529974600700265,-0.9214960976269936,-0.38838761831219903,0,0
2022-08-26,2022-09-01,146898.55,1674,11403.26,11264.039999999999,19135.920000000002,9445.18,45,-0.7607200913564104,0.6490800741100398,-0.9875365065492301,-0.15739011478661072,0,0
2022-09-02,2022-09-08,106032.13999999998,1350,8629.48,6550.4400000000005,17438.74,8060.650000000001,46,-0.6772399381909491,0.7357622347736527,-0.996575140802686,0.08269213223823901,1,0
2022-09-09,2022-09-15,130726.87,1490,7566.2300000000005,5621.01,17287.72,8427.210000000001,47,-0.5839514998576998,0.8117885474764613,-0.9480902797323661,0.31800129162788576,0,0
2022-09-16,2022-09-22,108250.23,1322,7964.07,6028.12,19058.49,9499.02,48,-0.4822058478963534,0.8760579434344277,-0.8448805268402676,0.5349550405091178,0,0
2022-09-23,2022-09-29,152474.19,1752,8551.75,8471.24,21319.71,9542.94,49,-0.3734765374130724,0.927639626149046,-0.6929032710826054,0.7210305520038839,0,0
2022-09-30,2022-10-06,183565.92,2288,8926.869999999999,12635.9,32884.06,7807.73,50,-0.2593382659754047,0.9657865518844576,-0.500930819336161,0.8654873276017405,0,0
2022-10-07,2022-10-13,217940.9,2343,8374.4,12345.380000000001,45201.5,6422.15,51,-0.14144406768794202,0.9899462489023779,-0.2800440484743445,0.9599871514317777,1,0
2022-10-14,2022-10-20,236613.94,2910,8884.33,12215.56,52315.26,6438.33,52,-0.021501372740813793,0.999768818762748,-0.04299280405372191,0.9990753819405211,0,0
2022-10-21,2022-10-27,243543.59,2477,6727.66,13422.82,65783.94,6682.55,53,0.09875272084577288,0.9951120038093988,0.19654003584493446,0.9804958002511137,0,0
2022-10-28,2022-11-03,214474.91,2233,9878.05,17615.87,57342.29,6653.05,54,0.21757660514828087,0.9760432474496963,0.4247283525160167,0.9053208417842982,0,0
2022-11-04,2022-11-10,243194.5,2479,12852.68,11987.380000000001,61897.020000000004,8574.41,55,0.33324938558229317,0.9428387173896838,0.628400846546619,0.7778896940180482,0,0
2022-11-11,2022-11-17,240759.6,2264,12183.02,10257.48,49663.0,9238.59,56,0.4440958041592184,0.8959793059709454,0.7958013007903708,0.6055578334563543,1,0
2022-11-18,2022-11-24,276483.6,2745,20165.66,10574.7,48093.18,9962.69,57,0.5485105018003598,0.8361436655352461,0.9172671631198601,0.39827245882943496,1,0
2022-11-25,2022-12-01,410911.86,4023,31291.34,15527.25,48771.45,13470.83,58,0.6449812683237445,0.7641983796838971,0.9857872803589409,0.16799832702298775,0,1
2022-12-02,2022-12-08,295320.66000000003,3232,29024.45,16229.1,33791.76,8682.28,59,0.7321109433803451,0.6811854127788859,0.9974065903329599,-0.07197286683451752,0,0
2022-12-09,2022-12-15,365309.07,4226,30600.36,19221.0,39913.92,7021.13,60,0.8086376511543116,0.5883070194512707,0.951454412733339,-0.3077897017287244,0,0
2022-12-16,2022-12-22,243039.44,2666,24180.35,12062.74,56658.2,6920.4400000000005,61,0.8734530757734242,0.4869083326684241,0.8505831615778894,-0.5258405511561105,0,0
2022-12-23,2022-12-29,186108.57,2101,18583.5,10580.41,24232.95,5951.3,62,0.9256185127518919,0.37845788253248963,0.7006152447379065,-0.7135392622980485,1,0
2022-12-30,2023-01-05,177306.77,1926,9809.89,6817.3099999999995,24223.81,3129.2200000000003,63,0.9643784639967451,0.264526327951073,0.5102069876723101,-0.8600516436414427,1,0
2023-01-06,2023-01-12,177520.71,1823,6782.87,8387.55,33790.93,4968.9,64,0.9891715794849546,0.14676370920374052,0.29034898008826915,-0.9569208273215198,0,0
2023-01-13,2023-01-19,150600.33000000002,1619,8206.15,6815.83,23832.45,3551.72,65,0.9996387871459109,0.026875550849281185,0.0537316861097074,-0.9985554095330954,1,0
2023-01-20,2023-01-26,140534.09,1534,8715.57,6670.36,18387.989999999998,5886.39,66,0.9956284932063294,-0.09340183893100816,-0.18598706431515988,-0.982552192968612,0,0
2023-01-27,2023-02-02,168797.33,1857,9704.02,5588.99,18486.61,3766.9,67,0.9771987776823877,-0.21232651482103562,-0.41497042150535474,-0.9098349022079051,0,0
2023-02-03,2023-02-09,131538.49,1538,9374.77,5882.33,24941.91,10555.26,68,0.94461655322236,-0.3281761224987403,-0.6200011953692781,-0.7846008652433836,0,0
2023-02-10,2023-02-16,121858.94,1240,8177.33,6779.74,22952.01,9331.26,69,0.8983536994820138,-0.43927284303377956,-0.7892447672427557,-0.6140787387460409,0,0
2023-02-17,2023-02-23,192888.5,1604,8225.62,4855.15,26132.899999999998,5168.02,70,0.8390802290175676,-0.5440076922910431,-0.9129321980697738,-0.40811126145634763,1,0
2023-02-24,2023-03-02,203432.32,2131,8092.94,4334.72,23543.8,2396.71,71,0.7676545836727673,-0.6408638234181974,-0.9839241031140682,-0.17858711966761923,0,0
2023-03-03,2023-03-09,221981.55,1990,8578.07,10118.91,36914.490000000005,986.6800000000001,72,0.6851112019949135,-0.7284384949335702,-0.9981227456866079,0.06124528180216964,0,0
2023-03-10,2023-03-16,176618.83000000002,1893,12823.08,11594.55,39036.020000000004,4958.91,73,0.5926455377376226,-0.8054633862564357,-0.9547085633518235,0.29754253319936813,0,0
2023-03-17,2023-03-23,145273.88999999998,1529,10635.53,11921.550000000001,42315.479999999996,4580.49,74,0.4915967464233612,-0.8708229664552752,-0.8561874740403063,0.516665277811931,0,0
2023-03-24,2023-03-30,163665.0,1740,10149.43,10156.65,32830.35,1970.22,75,0.3834282907116408,-0.9235706501843535,-0.7082462315032508,0.7059654917638989,0,0
2023-03-31,2023-04-06,148112.61000000002,1518,9303.87,10444.91,26531.94,2702.4,76,0.26970674546012957,-0.9629425068265004,-0.5194241791627882,0.8545165429066097,0,0
2023-04-07,2023-04-13,174942.64,1575,9043.64,11125.5,26319.21,2545.07,77,0.15207910943934674,-0.9883683242962288,-0.3006203491140599,0.9537438889442704,0,0
2023-04-14,2023-04-20,131131.69,1349,7315.35,7290.21,22991.600000000002,2205.71,78,0.032248952289305875,-0.9994798672690921,-0.06446435710736544,0.9979200101524841,0,0
2023-04-21,2023-04-27,173121.72,1680,7215.360000000001,6735.58,21493.91,3228.76,79,-0.08804825782465496,-0.9961162102355543,0.1754125938042766,0.9844950085880861,0,0
2023-04-28,2023-05-04,171946.7,1714,6591.04,10023.220000000001,20848.59,1033.16,80,-0.20707028853384077,-0.9783260681421669,0.40516452242075296,0.9142437912130239,0,0
2023-05-05,2023-05-11,154036.46,1612,8006.37,10493.61,25412.5,301.94,81,-0.3230933755523461,-0.9463670908660078,0.6115298757991046,0.7912213413483813,0,0
2023-05-12,2023-05-18,167365.9,1746,8235.96,11586.37,29077.07,1594.78,82,-0.4344371874948622,-0.9007021317403184,0.7825970017677816,0.6225286602431078,0,0
2023-05-19,2023-05-25,192859.8,1965,7791.05,13323.91,26228.87,3952.43,83,-0.5394891616674117,-0.8419925441732803,0.9084917035725081,0.4179028888867867,0,0
2023-05-26,2023-06-01,235927.76,2060,7336.62,13370.52,22631.02,3463.37,84,-0.6367278583821966,-0.7710886034432238,0.9819471901866457,0.18915526872004276,1,0
2023-06-02,2023-06-08,154363.3,1669,6565.1900000000005,13616.15,24956.300000000003,3777.1,85,-0.7247449955623091,-0.6890171923888319,0.9987235240803973,-0.05051061718522279,0,0
2023-06-09,2023-06-15,160914.69,1804,7633.46,13572.35,27474.550000000003,6225.62,86,-0.8022658445149573,-0.5969669293392242,0.9578523554276671,-0.2872609705505954,0,0
2023-06-16,2023-06-22,147930.84,1590,7325.11,20665.32,23553.260000000002,7715.67,87,-0.8681676914867166,-0.4962709536721097,0.8616928164028536,-0.5074302810827495,1,0
2023-06-23,2023-06-29,138676.18,1509,6697.04,17113.21,24813.3,6206.5,88,-0.9214960976269936,-0.38838761831219903,0.7157953492826673,-0.6983101158835552,0,0
2023-06-30,2023-07-06,140480.69,1559,6360.97,14703.76,20400.07,6143.27,89,-0.9614787218710183,-0.27487936879524616,0.5285813283559312,-0.8488826652214541,1,0
2023-07-07,2023-07-13,122131.75,1397,6136.87,11830.23,20495.46,6209.73,90,-0.9875365065492301,-0.15739011478661072,0.31085696824350373,-0.950456703534915,0,0
2023-07-14,2023-07-20,118545.20000000001,1421,5657.41,12265.39,21626.739999999998,6092.91,91,-0.9992920637248696,-0.0376214217765776,0.07518957641475997,-0.9971692572470177,0,0
2023-07-21,2023-07-27,127297.06999999999,1411,7789.74,14635.91,28916.74,8122.79,92,-0.996575140802686,0.08269213223823901,-0.16481784665719476,-0.9863240225317872,0,0
2023-07-28,2023-08-03,164144.8,1782,8893.39,14547.33,39660.98,10878.77,93,-0.9794250862518068,0.20180807818479626,-0.3953117887649109,-0.9185469991587183,0,0
2023-08-04,2023-08-10,168112.8,1883,9334.29,16746.38,31169.98,13747.64,94,-0.9480902797323661,0.31800129162788576,-0.6029878670694719,-0.7977503570459927,0,0
2023-08-11,2023-08-17,158421.22,1800,8821.29,15669.99,31975.840000000004,14357.0,95,-0.9030245348792221,0.42958897728662054,-0.7758587728069825,-0.6309066211876708,0,0
2023-08-18,2023-08-24,151992.91,1763,9469.630000000001,15704.94,31305.68,14329.710000000001,96,-0.8448805268402676,0.5349550405091178,-0.9039461929224002,-0.42764620926777636,0,0
2023-08-25,2023-08-31,164031.6,1806,9003.68,20370.81,27392.97,12554.09,97,-0.7745003397565643,0.6325734927397499,-0.9798567700958658,-0.19970155256606717,0,0
2023-09-01,2023-09-07,158379.95,1657,9192.84,14531.79,25814.27,11904.52,98,-0.6929032710826054,0.7210305520038839,-0.9992088560679755,0.039770113846050975,1,0
2023-09-08,2023-09-14,187510.30000000002,1936,9993.89,19579.9,26943.260000000002,11768.7,99,-0.6012710693734827,0.7990451183346711,-0.9608854255574975,0.276946202268937,0,0
2023-09-15,2023-09-21,140242.25,1558,9883.48,17856.52,27608.86,8499.19,100,-0.500930819336161,0.8654873276017405,-0.8670985522812085,0.49813662847840484,0,0
2023-09-22,2023-09-28,136238.02000000002,1503,9139.99,16207.439999999999,29811.38,4775.38,101,-0.3933357220160485,0.919394915031682,-0.7232617254437403,0.6905740195722276,0,0
2023-09-29,2023-10-05,139939.12,1590,7090.94,16700.57,33768.68,2554.08,102,-0.2800440484743445,0.9599871514317777,-0.5376773767406173,0.843150661828198,0,0
2023-10-06,2023-10-12,157605.49,1735,8645.15,21416.239999999998,39251.89,5804.19,103,-0.16269657176439242,0.9866761502824085,-0.32105765418527266,0.9470596510722278,1,0
2023-10-13,2023-10-19,253151.86,2439,11118.59,31557.53,48631.29,6676.13,104,-0.04299280405372191,0.9990753819405211,-0.08590610426133241,0.9963032375991966,0,0
2023-10-20,2023-10-26,276994.41000000003,2656,11199.369999999999,28466.79,76701.26,6141.07,105,0.07733361695682177,0.9970052716452283,0.15420404756268824,0.9880390233767511,0,0
2023-10-27,2023-11-02,305757.57,2631,10773.83,30523.86,85832.06,4834.97,106,0.19654003584493446,0.9804958002511137,0.3854133594543232,0.9227440286201437,0,0
2023-11-03,2023-11-09,366332.11,3154,13772.86,33006.65,93661.2,3320.69,107,0.3129000178799544,0.9497860700235207,0.5943761565849826,0.8041871576214483,0,0
2023-11-10,2023-11-16,311092.33,2807,16428.92,34016.94,89377.5,2110.82,108,0.4247283525160167,0.9053208417842982,0.7690308592589168,0.6392116531380605,1,0
2023-11-17,2023-11-23,406676.21,3572,19511.36,40366.26,165195.90000000002,2104.07,109,0.5304054598463634,0.8477440935595881,0.8992961915530239,0.4373400963303353,1,0
2023-11-24,2023-11-30,675204.45,5781,37638.08,52858.69,160558.04,2080.32,110,0.628400846546619,0.7778896940180482,0.9776530844816638,0.2102247521189852,0,1
2023-12-01,2023-12-07,588002.41,5711,16266.09,37817.62,90162.21,4890.53,111,0.7172952716008854,0.6967693257736107,0.9995786855478958,-0.029025013321975813,0,0
2023-12-08,2023-12-14,706976.79,6924,20638.75,34427.69,111047.19,12408.3,112,0.7958013007903708,0.6055578334563543,0.963807423136731,-0.2665994206792926,0,0
2023-12-15,2023-12-21,551127.59,5265,18166.04,41579.62,115315.95000000001,12266.46,113,0.862781952259373,0.5055762087514649,0.8724040568049626,-0.48878539428899026,0,0
2023-12-22,2023-12-28,347337.21,3166,12184.59,29962.1,77436.37,276.66,114,0.9172671631198601,0.39827245882943496,0.7306444969184942,-0.6827580970759121,1,0
2023-12-29,2024-01-04,216840.97999999998,2216,10502.36,22605.87,63170.55,0.0,115,0.9584678386132242,0.2852006352448999,0.5467112728685954,-0.8373211953118112,1,0
2024-01-05,2024-01-11,180164.83,1890,9292.01,20224.61,61225.64,0.0,116,0.9857872803589409,0.16799832702298775,0.33122122780168617,-0.9435531242349545,0,0
